,name,skills,ratings,level
301,SQL for Data Science with R," Data Management, Databases, SQL, Data Analysis, Database Application, Computer Programming, Database Administration, Database Design, R Programming, Database Theory, Data Science",4.3,Beginner Â· Course Â· 1 - 3 Months
302,Distributed Computing with Spark SQL," Apache, Big Data, Databases, SQL, Data Management, Distributed Computing Architecture, Data Model, Data Analysis, Data Architecture, Data Analysis Software, Data Science",4.5,Intermediate Â· Course Â· 1 - 4 Weeks
303,Computer Vision with Embedded Machine Learning," Algorithms, Artificial Neural Networks, Computer Vision, Deep Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Computer Programming, Python Programming",4.8,Intermediate Â· Course Â· 1 - 4 Weeks
304,Expressway to Data Science: Python Programming," Python Programming, Computer Programming, Programming Principles, Computer Programming Tools, Computational Thinking, Problem Solving, Data Science, Data Visualization, Software Engineering",4.7,Beginner Â· Specialization Â· 1 - 3 Months
305,Python for Data Analysis: Pandas & NumPy," Data Analysis, Python Programming, Data Science",4.4,Beginner Â· Guided Project Â· Less Than 2 Hours
306,Specialized Models: Time Series and Survival Analysis," Forecasting, Machine Learning, Data Analysis, Probability & Statistics, Statistical Analysis, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Statistical Machine Learning, Correlation And Dependence, Dimensionality Reduction",4.5,Intermediate Â· Course Â· 1 - 4 Weeks
307,The Unix Workbench," Computer Programming, Cloud Computing",4.7,Beginner Â· Course Â· 1 - 3 Months
308,Linear Algebra: Linear Systems and Matrix Equations,Not Available,4.7,Beginner Â· Course Â· 1 - 4 Weeks
309,Generative Pre-trained Transformers (GPT)," Machine Learning, Natural Language Processing, Python Programming",4.5,Intermediate Â· Course Â· 1 - 4 Weeks
310,Production Machine Learning Systems," Cloud Computing, Human Learning, Machine Learning, Tensorflow",4.6,Advanced Â· Course Â· 1 - 3 Months
311,Data Science Fundamentals," Data Analysis, Machine Learning, Probability & Statistics, Regression, Data Model, Exploratory Data Analysis, General Statistics, Statistical Analysis, Business Analysis, Business Intelligence, Data Mining, Natural Language Processing",4.3,Beginner Â· Specialization Â· 3 - 6 Months
312,Leveraging AI for Enhanced Content Creation,Not Available,4.7,Beginner Â· Course Â· 1 - 4 Weeks
313,Business Metrics for Data-Driven Companies," Business Analysis, Data Analysis",4.6,Mixed Â· Course Â· 1 - 3 Months
314,Bayesian Statistics: Techniques and Models," Probability & Statistics, Bayesian Statistics, Probability Distribution, R Programming, Statistical Programming, Regression, General Statistics, Machine Learning",4.8,Intermediate Â· Course Â· 1 - 3 Months
315,Using Machine Learning in Trading and Finance," Finance, Financial Analysis, Financial Management, Investment Management, Leadership and Management, Machine Learning, Market Analysis, Risk Management, Strategy, Python Programming",3.9,Intermediate Â· Course Â· 1 - 3 Months
316,Inferential Statistical Analysis with Python," General Statistics, Probability & Statistics, Statistical Analysis, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Critical Thinking, Python Programming, Statistical Programming",4.6,Intermediate Â· Course Â· 1 - 4 Weeks
317,Practical Time Series Analysis," Probability & Statistics, General Statistics, Correlation And Dependence, R Programming, Statistical Analysis, Data Analysis, Forecasting, Statistical Visualization, Statistical Programming, Plot (Graphics)",4.6,Intermediate Â· Course Â· 1 - 3 Months
318,"Applied Plotting, Charting & Data Representation in Python"," Computer Graphics, Computer Programming, Data Visualization, Plot (Graphics), Python Programming",4.5,Intermediate Â· Course Â· 1 - 4 Weeks
319,Microsoft Azure Machine Learning for Data Scientists," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Microsoft Azure, Cloud Computing, Regression, Training",4.4,Intermediate Â· Course Â· 1 - 4 Weeks
320,Build a Data Science Web App with Streamlit and Python," Computer Programming, Data Visualization, Python Programming, Data Science, Web Development",4.6,Intermediate Â· Guided Project Â· Less Than 2 Hours
321,"Introduction to Data, Signal, and Image Analysis with MATLAB"," Data Analysis, Matlab, Data Visualization, Plot (Graphics), Visualization (Computer Graphics), Computer Graphics, Computer Programming, Mathematics, Statistical Machine Learning, General Statistics",4.7,Intermediate Â· Course Â· 1 - 3 Months
322,Essential Design Principles for Tableau," Business Analysis, Business Intelligence, Data Visualization, Plot (Graphics), Statistical Visualization, Tableau Software",4.4,Beginner Â· Course Â· 1 - 4 Weeks
323,Geospatial Analysis with ArcGIS, ArcGIS,4.4,Intermediate Â· Course Â· 1 - 4 Weeks
324,Data Visualization with R," Data Analysis, Data Visualization, Interactive Data Visualization, Plot (Graphics), R Programming, Statistical Visualization, Visualization (Computer Graphics), Computer Programming, Visual Design, Statistical Programming, Data Science",4.6,Beginner Â· Course Â· 1 - 4 Weeks
325,Predicting Credit Card Fraud with R," Data Analysis, Machine Learning, R Programming",4.4,Intermediate Â· Guided Project Â· Less Than 2 Hours
326,Data Analysis Using Pyspark," Data Analysis, Python Programming",4.5,Intermediate Â· Guided Project Â· Less Than 2 Hours
327,Microsoft Azure Machine Learning," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Microsoft Azure, Cloud Computing, Regression, Training",4.4,Beginner Â· Course Â· 1 - 4 Weeks
328,Mastering Software Development in R," R Programming, Statistical Programming, Data Analysis, Software Engineering, Exploratory Data Analysis, Basic Descriptive Statistics, Data Visualization, Computer Programming",4.3,Beginner Â· Specialization Â· 3 - 6 Months
329,Generative AI: Elevate Your Data Science Career," Data Analysis, Data Science",4.9,Intermediate Â· Course Â· 1 - 4 Weeks
330,Data Visualization," Data Visualization, Data Visualization Software",4.5,Mixed Â· Course Â· 1 - 3 Months
331,"DevOps, DataOps, MLOps"," Big Data, DevOps, Machine Learning",3.8,Advanced Â· Course Â· 1 - 3 Months
332,Python Data Analytics," Data Analysis, Data Visualization, Python Programming",4.3,Beginner Â· Course Â· 1 - 4 Weeks
333,Text Mining and Analytics," Data Analysis, Data Mining, Natural Language Processing, Probability & Statistics, Machine Learning, Bayesian Statistics, General Statistics, Machine Learning Algorithms, Probability Distribution, Algorithms",4.5,Mixed Â· Course Â· 1 - 3 Months
334,Doing Economics: Measuring Climate Change, Microsoft Excel,4.5,Beginner Â· Course Â· 1 - 4 Weeks
335,Power BI for Beginners Introduction to DAX Language,Not Available,4.5,Beginner Â· Guided Project Â· Less Than 2 Hours
336,Python Essentials for MLOps," Applied Machine Learning, Computer Programming, Machine Learning, Python Programming",4.2,Intermediate Â· Course Â· 1 - 3 Months
337,Applied Calculus with Python," Mathematics, Algebra, Data Analysis",4.8,Intermediate Â· Course Â· 1 - 3 Months
338,Data Integration with Microsoft Azure Data Factory," Cloud Platforms, Data Management, Extract, Transform, Load, Microsoft Azure, Cloud Computing, Cloud-Based Integration, Data Architecture, Data Warehousing, Continuous Delivery, Continuous Integration",3.9,Intermediate Â· Course Â· 1 - 3 Months
339,Data Science in Health Technology Assessment,Not Available,Not Available,Intermediate Â· Course Â· 1 - 4 Weeks
340,Modern Regression Analysis in R," General Statistics, Statistical Analysis, Probability & Statistics, Regression, R Programming",4.5,Intermediate Â· Course Â· 1 - 3 Months
341,Probabilistic Graphical Models 2: Inference," Bayesian Network, General Statistics, Probability & Statistics, Graph Theory, Bayesian Statistics, Markov Model",4.6,Advanced Â· Course Â· 1 - 3 Months
342,Data Ecosystem," Data Architecture, Data Management, Leadership and Management",4.7,Beginner Â· Course Â· 1 - 4 Weeks
343,Practical Data Science with MATLAB," Data Analysis, Exploratory Data Analysis, Matlab, Machine Learning, Data Visualization, Data Analysis Software, Interactive Data Visualization, Probability & Statistics, Statistical Visualization, Applied Machine Learning, Machine Learning Algorithms, Regression, Data Visualization Software, Plot (Graphics), Statistical Analysis, Machine Learning Software, Training, Correlation And Dependence, Data Structures, Feature Engineering, Data Science",4.8,Beginner Â· Specialization Â· 3 - 6 Months
344,Doing More with SAS Programming," SAS (Software), Data Analysis, Statistical Programming, Data Analysis Software, Data Structures, Process Analysis, Statistical Analysis, Exploratory Data Analysis, Problem Solving, Programming Principles",4.8,Intermediate Â· Course Â· 1 - 3 Months
345,Build and Operate Machine Learning Solutions with Azure," Cloud Computing, Python Programming, Machine Learning, Machine Learning Software, Microsoft Azure, Applied Machine Learning, Cloud Applications, Human Learning, Cloud Platforms, Machine Learning Algorithms",4.1,Intermediate Â· Course Â· 1 - 3 Months
346,Artificial Intelligence for Breast Cancer Detection," Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Probability & Statistics",4.6,Intermediate Â· Course Â· 1 - 4 Weeks
347,Introduction to Data Analytics for Business," Business Analysis, Data Analysis, Data Management, Data Model, Databases, Business Intelligence, Data Structures, Database Application, Extract, Transform, Load, SQL",4.7,Beginner Â· Course Â· 1 - 4 Weeks
348,Advanced Data Science Capstone," Process Analysis, Data Analysis, Human Learning, Machine Learning, Application Development, Applied Machine Learning, Data Architecture, Data Management, Deep Learning, Feature Engineering",4.6,Advanced Â· Course Â· 1 - 4 Weeks
349,Improving your statistical inferences," Probability & Statistics, Statistical Tests, General Statistics, R Programming, Statistical Programming, Bayesian Statistics",4.9,Intermediate Â· Course Â· 1 - 3 Months
350,"Virtualization, Docker, and Kubernetes for Data Engineering"," Cloud-Based Integration, Docker (Software), Kubernetes",3.4,Advanced Â· Course Â· 1 - 4 Weeks
351,"Generative AI: Impact, Considerations, and Ethical Issues", Machine Learning,4.7,Beginner Â· Course Â· 1 - 4 Weeks
352,Microsoft Azure Databricks for Data Engineering," Data Architecture, Data Management, Extract, Transform, Load, Microsoft Azure, Distributed Computing Architecture, Big Data, Cloud Computing, Cloud Engineering, Cloud Storage, Data Warehousing, Python Programming",4.3,Intermediate Â· Course Â· 1 - 3 Months
353,Guided Tour of Machine Learning in Finance," Machine Learning, Human Learning, Algorithms, Finance, Machine Learning Algorithms, Regression, Statistical Machine Learning, Applied Machine Learning, Artificial Neural Networks, Deep Learning, Tensorflow",3.8,Intermediate Â· Course Â· 1 - 4 Weeks
354,Data Literacy," General Statistics, Data Analysis, Probability & Statistics, Statistical Analysis, Research and Design, Statistical Tests, Basic Descriptive Statistics, Regression, Data Visualization, Exploratory Data Analysis",4.6,Beginner Â· Specialization Â· 3 - 6 Months
355,Advanced Data Visualization with Tableau," Interactive Data Visualization, Tableau Software",4.9,Beginner Â· Course Â· 1 - 4 Weeks
356,Machine Learning Foundations: A Case Study Approach," Algorithms, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Data Analysis, Machine Learning Software, Statistical Machine Learning, Python Programming, Computer Programming, Exploratory Data Analysis, Regression",4.6,Mixed Â· Course Â· 1 - 3 Months
