,course_name,skills,ratings,difficulty,certification_type
641,Recommendation Systems on Google Cloud," Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Google Cloud Platform, Machine Learning Software, Artificial Neural Networks, Cloud Computing, Tensorflow",4.5,Advanced,Course
642,COVID19 Data Visualization Using Python," Data Analysis, Data Visualization, Python Programming",4.4,Intermediate,Guided
643,Structured Approach to Problem Solving," Critical Thinking, Problem Solving",4.8,Beginner,Course
644,"Data â What It Is, What We Can Do With It"," Data Analysis, General Statistics, Basic Descriptive Statistics, Data Visualization, Exploratory Data Analysis, Probability & Statistics, Research and Design, Statistical Analysis, Statistical Tests",4.6,Beginner,Course
645,Supervised Text Classification for Marketing Analytics,Not Available,3.4,Beginner,Course
646,Stability and Capability in Quality Improvement," Data Analysis, R Programming",4.6,Intermediate,Course
647,Measurement Systems Analysis,Not Available,4.3,Intermediate,Course
648,ANOVA and Experimental Design," General Statistics, Probability & Statistics, Experiment, Statistical Tests, Calculus, Linear Algebra",3.9,Intermediate,Course
649,Framework for Data Collection and Analysis," Data Analysis, General Statistics, Research and Design, Survey Creation, Big Data, Data Management, Probability & Statistics, Data Model, Data Visualization, Market Analysis",4.2,Intermediate,Course
650,Fundamentals of Machine Learning for Supply Chain," Machine Learning, Python Programming, Data Science",3.9,Beginner,Course
651,Demand Forecasting Using Time Series," Machine Learning, Python Programming",3.3,Intermediate,Course
652,"Intro to Analytic Thinking, Data Science, and Data Mining"," Business Analysis, Business Intelligence, Data Analysis, Data Mining, Exploratory Data Analysis",4.2,Intermediate,Course
653,Advanced AI Techniques for the Supply Chain," Machine Learning, Natural Language Processing",3.4,Intermediate,Course
654,Exploratory Data Analysis for the Public Sector with ggplot,Not Available,5,Intermediate,Course
655,Basic Programming in Python I, Python Programming,Not Available,Beginner,Course
656,Basic Programming in Python II, Python Programming,Not Available,Beginner,Course
657,Bayesian Inference with MCMC," General Statistics, Probability & Statistics",3.3,Beginner,Course
658,Data Storytelling,Not Available,3.7,Mixed,Course
659,Predictive Modeling and Analytics," Data Analysis, General Statistics, Probability & Statistics, Regression, Data Model, Statistical Analysis, Exploratory Data Analysis, Basic Descriptive Statistics, Correlation And Dependence, Statistical Visualization",3.6,Intermediate,Course
660,Fundamentals of Database Systems, Databases,4.3,Intermediate,Guided
661,Data Analysis Using SQL," Data Analysis, SQL",4.5,Beginner,Course
662,Developing Data Products," Computer Programming, Data Analysis, R Programming, Statistical Programming, Data Visualization, Data Visualization Software, Interactive Data Visualization, Plot (Graphics), Product Development, Web Development",4.6,Mixed,Course
663,Predictive Analytics for Business with H2O in R," Computer Programming, R Programming",4.9,Intermediate,Guided
664,Linear Algebra: Orthogonality and Diagonalization,Not Available,4.9,Intermediate,Course
665,Scripting with Python and SQL for Data Engineering," Data Management, Databases, Python Programming, Computer Programming, Programming Principles, SQL, Data Structures, Computer Programming Tools, Database Application, Extract, Transform, Load",4.4,Intermediate,Course
666,Data Science Capstone," Data Analysis, Natural Language Processing, R Programming, Exploratory Data Analysis, Human Learning, Machine Learning, Machine Learning Algorithms, Problem Solving, Statistical Machine Learning, Computer Programming",4.5,Mixed,Course
667,Computational Social Science Capstone Project,Not Available,4.6,Intermediate,Course
668,Bitcoin Price Prediction using Facebook Prophet," Data Visualization, Forecasting, Machine Learning, Python Programming",4.5,Beginner,Guided
669,Bayesian Statistics: Capstone Project,Not Available,Not Available,Advanced,Course
670,Serverless Data Processing with Dataflow: Foundations," Cloud Computing, Cloud Platforms, Google Cloud Platform, Apache, Cloud Engineering, Computer Architecture, Distributed Computing Architecture",4.2,Intermediate,Course
671,Serverless Data Processing with Dataflow: Develop Pipelines," Apache, Extract, Transform, Load, Big Data, Data Management, Google Cloud Platform",4.1,Advanced,Course
672,Probabilistic Deep Learning with TensorFlow 2," Probability & Statistics, Statistical Analysis, Deep Learning, Tensorflow",4.7,Advanced,Course
673,Promote the Ethical Use of Data-Driven Technologies," Leadership and Management, Human Learning, Big Data, Critical Thinking, Data Analysis, Decision Making, Machine Learning, Programming Principles, Software Architecture, Theoretical Computer Science",4.7,Beginner,Course
674,Image Classification with CNNs using Keras," Artificial Neural Networks, Computer Vision, Deep Learning, Machine Learning",4.4,Intermediate,Guided
675,Calculating Descriptive Statistics in R," Data Analysis, General Statistics, R Programming, Data Science",4.8,Beginner,Guided
676,Medical Insurance Premium Prediction with Machine Learning," Machine Learning, Data Science, Python Programming",4.6,Beginner,Guided
677,Data Manipulation and Management using MYSQL Workbench, Data Science,4.3,Beginner,Guided
678,Data Warehousing with Oracle: Design a Database," Business Intelligence, Data Model, Data Warehousing",Not Available,Intermediate,Guided
679,"Support Vector Machines in Python, From Start to Finish"," Machine Learning, Python Programming, Data Science",4.6,Intermediate,Guided
680,Statistical Forecasting Techniques in Google Sheets," Business Intelligence, Feature Engineering, Forecasting",4.4,Beginner,Guided
681,Predict Employee Turnover with scikit-learn, Machine Learning,4.4,Intermediate,Guided
682,Time Series Data Visualization And Analysis Techniques," Data Visualization, Python Programming",4.3,Intermediate,Guided
683,Datadog: Getting started with the Helm Chart," Data Analysis, Google Cloud Platform, Kubernetes",Not Available,Beginner,Project
684,Neural Style Transfer with TensorFlow," Machine Learning, Artificial Neural Networks, Deep Learning, Tensorflow",4.6,Intermediate,Guided
685,Factorial and Fractional Factorial Designs," Experiment, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Data Analysis, Research and Design",4.7,Intermediate,Course
686,Basic Image Classification with TensorFlow," Artificial Neural Networks, Deep Learning, Machine Learning, Python Programming, Tensorflow",4.6,Beginner,Guided
687,Data Visualization in Excel: Build an Interactive Dashboard," Finance, Microsoft Excel",3.6,Intermediate,Guided
688,Using BigQuery in the Google Cloud Console,Not Available,4.6,Beginner,Project
689,Support Vector Machines with scikit-learn," Machine Learning, Data Analysis, Data Science, Python Programming",4.3,Beginner,Guided
690,Deploy an NLP Text Generator: Bart Simpson Chalkboard Gag," Natural Language Processing, Python Programming",4.7,Intermediate,Guided
691,Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R, R Programming,4.6,Intermediate,Guided
692,Linear Regression and Multiple Linear Regression in Julia," Data Science, Machine Learning",4.1,Beginner,Guided
693,A Geometrical Approach to Genome Analysis: Skew & Z-Curve, Python Programming,4.8,Intermediate,Guided
694,Introduction to SQL Window Functions," SQL, PostgreSQL",4.5,Intermediate,Guided
695,Creating Models using Smartpls,Not Available,4.6,Intermediate,Guided
696,GenAI for Data Analysis : OpenAI Assistant API, Data Analysis,Not Available,Intermediate,Guided
697,Python for Data Visualization:Matplotlib & Seaborn(Enhanced)," Data Visualization, Data Analysis, Python Programming",4.7,Beginner,Guided
698,Design and Build a Data Warehouse for Business Intelligence Implementation," Data Warehousing, Business Intelligence, Databases",4.6,Mixed,Course
699,GenAI Summarization with Langchain: Summarize Text Documents," Python Programming, Web Development",Not Available,Intermediate,Guided
700,Mastering Data Analysis with Pandas: Learning Path Part 3, Data Analysis,4.7,Beginner,Guided
701,Mastering Data Analysis with Pandas: Learning Path Part 2," Data Analysis, Python Programming",4.8,Beginner,Guided
702,Follow a Machine Learning Workflow," Data Analysis, Machine Learning",4.6,Intermediate,Course
703,Pneumonia Classification using PyTorch," Deep Learning, Python Programming",4.3,Intermediate,Guided
704,Analyze Box Office Data with Seaborn and Python," Data Analysis, Data Visualization, Machine Learning, Python Programming, Data Science, Interactive Data Visualization",4.5,Intermediate,Guided
705,Advanced Deep Learning Methods for Healthcare,Not Available,2.5,Advanced,Course
706,Data Management and Visualization," Computer Programming, Data Management, Leadership and Management, Python Programming",4.4,Mixed,Course
707,Create a Sales Dashboard using Power BI," Business Intelligence, Data Visualization",4.3,Beginner,Guided
708,Object Detection with Amazon Sagemaker," Computer Vision, Deep Learning, Machine Learning",4.5,Advanced,Guided
709,Introduction to the Tidyverse," Data Analysis, Data Management, R Programming, Data Structures, Database Design, Leadership and Management, Programming Principles, Database Theory, Databases, Data Visualization",4.3,Beginner,Course
710,Using DAX throughout PowerBI to create robust data scenarios," Data Analysis, Data Visualization, Power BI, Software Visualization",4.8,Beginner,Guided
711,Wearable Technologies and Sports Analytics," Data Analysis, Statistical Analysis, General Statistics, Python Programming",4.5,Intermediate,Course
712,Python NLTK for Beginners: Customer Satisfaction Analysis, Python Programming,Not Available,Beginner,Guided
713,The R Programming Environment," R Programming, Statistical Programming, Data Analysis, Exploratory Data Analysis, Basic Descriptive Statistics, Computer Programming",4.3,Intermediate,Course
714,Extract Text Data with Python and Regex, Python Programming,4.4,Intermediate,Guided
715,Databricks to Local LLMs," Data Science, Machine Learning",Not Available,Beginner,Course
716,"Business Intelligence Concepts, Tools, and Applications"," Business Analysis, Business Intelligence, Data Visualization",4.5,Mixed,Course
717,Customising your models with TensorFlow 2," Deep Learning, Machine Learning, Artificial Neural Networks, Applied Machine Learning, Python Programming, Tensorflow",4.8,Intermediate,Course
718,Build a Machine Learning Image Classifier with Python," Machine Learning, Computer Vision, Deep Learning",4.3,Intermediate,Guided
719,Introduction to Predictive Modeling," Data Analysis, Forecasting, General Statistics, Regression, Spreadsheet Software, Statistical Analysis, Microsoft Excel, Probability & Statistics, Basic Descriptive Statistics, Plot (Graphics)",4.8,Mixed,Course
720,Data Analysis in Python: Using Pandas DataFrames," Python Programming, Data Analysis, Data Visualization",4.8,Intermediate,Guided
721,Machine Learning - Anomaly Detection via PyCaret," Machine Learning, Data Visualization",3.8,Intermediate,Guided
722,Recommender Systems:  Evaluation and Metrics, Correlation And Dependence,4.4,Mixed,Course
723,Advanced Clinical Data Science,Not Available,4.8,Intermediate,Course
724,Machine Learning With Big Data," Data Analysis, Machine Learning, Data Analysis Software, Exploratory Data Analysis, Machine Learning Algorithms, Data Mining, Probability & Statistics, Data Visualization, Python Programming, Statistical Programming, Algorithms, Apache, Human Learning",4.6,Mixed,Course
725,Introduction to Python Functions," Python Programming, Computer Programming, Data Science, Software Engineering",4.8,Beginner,Course
726,Data Collection and Root Cause Analysis,Not Available,Not Available,Beginner,Course
727,Graph Analytics for Big Data," Graph Theory, Mathematics, Statistical Programming, Databases",4.3,Mixed,Course
728,Regression Modeling Fundamentals," Data Analysis, General Statistics, Probability & Statistics, Regression, SAS (Software), Statistical Analysis, Statistical Programming, Data Model, Statistical Tests, Statistical Visualization",4.7,Intermediate,Course
729,Arranging and Visualizing Data in R,Not Available,Not Available,Intermediate,Course
730,Logistic Regression and Prediction for Health Data,Not Available,Not Available,Intermediate,Course
731,Linear Regression Modeling for Health Data,Not Available,Not Available,Intermediate,Course
732,Data Visualization with Python," Business Communication, Cloud Applications, Data Analysis, Data Visualization, Python Programming",3.8,Intermediate,Course
733,The Total Data Quality Framework, Data Analysis,4.5,Beginner,Course
734,Computer Vision Fundamentals with Google Cloud," Machine Learning, Artificial Neural Networks, Google Cloud Platform, Tensorflow",4.6,Advanced,Course
735,Data Science Project: MATLAB for the Real World," Data Analysis, Machine Learning, Data Science, Matlab",4.8,Intermediate,Course
736,Advanced Data Visualization with R," Computer Programming, Data Visualization",4.9,Mixed,Course
737,Insights of Power BI," Data Analysis, Data Model, Data Visualization, Power BI",4.5,Beginner,Course
738,Big Data - Capstone Project, Big Data,4.4,Mixed,Course
739,Dealing With Missing Data," General Statistics, Probability & Statistics, Data Analysis, Estimation",3.8,Mixed,Course
740,Solve Business Problems with AI and Machine Learning, Machine Learning,4.3,Intermediate,Course
741,Connect an App to a Cloud SQL for PostgreSQL Instance," Kubernetes, PostgreSQL",5,Beginner,Project
742,Data Manipulation at Scale: Systems and Algorithms," Python Programming, SQL, Computer Programming",4.3,Mixed,Course
743,Advanced Data Analysis and Collaboration in Qlik Sense, Data Analysis,Not Available,Advanced,Course
744,Cloud SQL for MySQL: Qwik Start, Cloud Computing,4.6,Beginner,Project
745,Relational Database Implementation and Applications,Not Available,Not Available,Intermediate,Course
746,Introduction to PyMC3 for Bayesian Modeling and Inference," General Statistics, Python Programming",3.9,Beginner,Course
747,Capstone Project: Advanced AI for Drug Discovery," Machine Learning Algorithms, Dimensionality Reduction, Machine Learning",1.9,Intermediate,Course
748,Machine Learning Models in Science," Machine Learning, Python Programming",3.8,Intermediate,Course
749,Neural Networks and Random Forests,Not Available,2.9,Intermediate,Course
750,Data Storytelling," Data Visualization, Storytelling",4.9,Beginner,Course
751,Combining and Analyzing Complex Data,Not Available,4.1,Mixed,Course
752,Mathematical Biostatistics Boot Camp 2," General Statistics, Probability & Statistics, Statistical Tests, Mathematics, Statistical Analysis, Biostatistics",4.3,Mixed,Course
753,Python for Data Science," Data Analysis, Exploratory Data Analysis, Feature Engineering",3.9,Beginner,Course
754,Business Applications of Hypothesis Testing and Confidence Interval Estimation," Business Analysis, Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, Basic Descriptive Statistics, Critical Thinking, Probability Distribution, Problem Solving",4.8,Mixed,Course
755,Tesla Stock Price Prediction using Facebook Prophet," Data Analysis, Data Visualization, Machine Learning",4.4,Beginner,Guided
756,Computer Simulations, Theoretical Computer Science,4.5,Beginner,Course
757,"Random Models, Nested and Split-plot Designs"," Probability & Statistics, Experiment, Statistical Analysis, General Statistics, Statistical Tests",4.6,Intermediate,Course
758,Predict Career Longevity for NBA Rookies using Scikit-learn," Data Science, Python Programming",Not Available,Beginner,Guided
759,Integrating BigQuery ML with Dialogflow ES Chatbot, Machine Learning,Not Available,Beginner,Project
760,Principal Component Analysis with NumPy," Python Programming, Data Science",4.6,Intermediate,Guided
761,Importing Data into R, R Programming,4.6,Intermediate,Guided
762,Simple Linear Regression for the Absolute Beginner," Machine Learning, Python Programming, Regression",4.7,Beginner,Guided
763,Getting Started in Google Analytics," Data Analysis, Marketing",4.4,Beginner,Guided
764,Fine Tune BERT for Text Classification with TensorFlow," Natural Language Processing, Tensorflow",4.6,Intermediate,Guided
765,"Where, Why, and How of Lambda Functions in Python"," Python Programming, Exploratory Data Analysis",4.8,Beginner,Guided
766,Interpretable machine learning applications: Part 3,Not Available,4.6,Intermediate,Guided
767,AI-Powered Chest Disease Detection and Classification," Deep Learning, Machine Learning",4.7,Beginner,Guided
768,Building Statistical Models in R: Linear Regression," R Programming, Statistical Analysis",4.6,Beginner,Guided
769,Cinematic Storytelling Simplified: Mastering Lumen5 AI,Not Available,Not Available,Beginner,Guided
770,Custom Prediction Routine on Google AI Platform," Cloud Computing, Cloud Platforms, Computer Programming, Machine Learning, Python Programming, Deep Learning",4.6,Intermediate,Guided
771,Software Development with ChatGPT: Generating Code with AI," Data Analysis, Python Programming",Not Available,Intermediate,Guided
772,Basic Sentiment Analysis with TensorFlow," Machine Learning, Deep Learning, Tensorflow",4.5,Intermediate,Guided
773,SQL Date Time Functions," PostgreSQL, SQL",4.4,Advanced,Guided
774,FIFA20 Data Exploration using Python," Data Analysis, Data Visualization, Exploratory Data Analysis",4.5,Beginner,Guided
775,Classify Radio Signals with PyTorch," Computer Vision, Deep Learning",3.3,Intermediate,Guided
776,Data Visualization with Plotly Express," Data Visualization, Interactive Data Visualization, Machine Learning, Python Programming, Data Science",4.7,Intermediate,Guided
777,Predicting Salaries with Decision Trees," Machine Learning, Python Programming",4.4,Intermediate,Guided
778,Employee Attrition Prediction Using Machine Learning," Data Science, Machine Learning, Regression",4.7,Beginner,Guided
779,Image Denoising Using AutoEncoders in Keras and Python," Deep Learning, Machine Learning, Python Programming, Computer Vision",4.5,Intermediate,Guided
780,Copy.AI for Beginners: Generate texts for various use cases,Not Available,Not Available,Beginner,Guided
781,Predictive Modelling with Azure Machine Learning Studio," Data Analysis, Machine Learning, Microsoft Azure, Data Science",4.5,Beginner,Guided
782,Building and analyzing linear regression model in R," Regression, Machine Learning, R Programming",4.5,Beginner,Guided
783,Perform Sentiment Analysis with scikit-learn," Machine Learning, Python Programming, Data Analysis, Data Science",4.5,Intermediate,Guided
784,Data Visualization with OpenAI API: Generate code with GenAI," Data Analysis, Data Visualization, Python Programming",Not Available,Intermediate,Guided
785,"ML Parameters Optimization: GridSearch, Bayesian, Random"," Data Analysis, Machine Learning",Not Available,Beginner,Guided
786,Mastering Data Analysis with Pandas: Learning Path Part 4, Data Analysis,4.8,Beginner,Guided
787,Deploying a Pytorch Computer Vision Model API to Heroku," Computer Vision, Machine Learning, Python Programming",5,Intermediate,Guided
788,Write Blog Posts With Outranking: Rank Articles With AI,Not Available,Not Available,Beginner,Guided
789,Logistic Regression with Python and Numpy," Machine Learning, Python Programming, Regression, Deep Learning",4.5,Intermediate,Guided
790,Build Multilayer Perceptron Models with Keras," Machine Learning, Data Science, Deep Learning, Tensorflow",4.5,Intermediate,Guided
791,Database Creation and Modeling using MYSQL Workbench, Business Intelligence,4.4,Beginner,Guided
792,Supply Chain Network Optimization Using MILP on RStudio," Data Analysis, R Programming",Not Available,Beginner,Guided
793,Mastering Data Analysis with Pandas: Learning Path Part 5," Data Analysis, Exploratory Data Analysis",4.5,Beginner,Guided
794,Naive Bayes 101: Resume Selection with Machine Learning," Machine Learning, Computer Science",4.5,Intermediate,Guided
795,Introduction to Statistics in Python,Not Available,4.4,Intermediate,Guided
796,Image Data Augmentation with Keras," Deep Learning, Machine Learning",4.6,Intermediate,Guided
797,Get Started with R Markdown, R Programming,4.2,Beginner,Guided
798,Explainable Machine Learning with LIME and H2O in R," Machine Learning, Computer Programming",4.7,Intermediate,Guided
799,Decision Tree Classifier for Beginners in R, Machine Learning,4.8,Beginner,Guided
800,Tidymodels in R: Building tidy machine learning models, Machine Learning,Not Available,Intermediate,Guided
801,Dashboards in Qlik Sense: Decision-Support Dashboards,Not Available,Not Available,Beginner,Guided
802,Publication-Ready Tables in R," Data Analysis, Data Science, R Programming",Not Available,Intermediate,Guided
803,Predict Diabetes with a Random Forest using R," Computer Programming, R Programming",4.5,Intermediate,Guided
804,Deep-Dive into Tensorflow Activation Functions," Deep Learning, Python Programming, Tensorflow",Not Available,Intermediate,Guided
805,"Reverse and complement nucleic acid sequences (DNA, RNA) using Python"," Computer Programming, Python Programming",4.4,Beginner,Guided
806,Diabetes Disease Detection with XG-Boost and Neural Networks," Deep Learning, Machine Learning, Python Programming",Not Available,Beginner,Guided
807,Regression with Automatic Differentiation in TensorFlow," Machine Learning, Tensorflow",4.7,Beginner,Guided
808,Custom Attribution Modeling with Google Analytics," Digital Marketing, Marketing, Advertising",4.5,Beginner,Guided
809,Bracketology with Google Machine Learning," Machine Learning, SQL",Not Available,Beginner,Project
810,Simulation of Call Centre Operations Using R Simmer," Data Analysis, Process Analysis, R Programming",Not Available,Beginner,Guided
811,Using ggplot, R Programming,Not Available,Beginner,Guided
812,Non parametric Tests using R Cmdr, Data Analysis,5,Intermediate,Guided
813,Using probability distributions for real world problems in R," R Programming, Probability Distribution",4.8,Beginner,Guided
814,Data Analysis in R: Predictive Analysis with Regression," Data Analysis, R Programming, Statistical Analysis",4,Intermediate,Guided
815,Access Bioinformatics Databases with Biopython," Bioinformatics, Python Programming",4.5,Intermediate,Guided
816,Image Classification with Amazon Sagemaker," Machine Learning, Communication, Deep Learning",4.6,Advanced,Guided
817,Build an Income Statement Dashboard in Power BI," Interactive Data Visualization, Power BI",4.6,Beginner,Guided
818,Explore insights in text analysis using Azure Text Analytics, Machine Learning,Not Available,Intermediate,Guided
819,Machine Learning Algorithms: Supervised Learning Tip to Tail," Algorithms, Human Learning, Machine Learning, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Exploratory Data Analysis, Regression",4.7,Mixed,Course
820,Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time, Tensorflow,Not Available,Advanced,Project
821,Exploring NCAA Data with BigQuery, Data Analysis,Not Available,Beginner,Project
822,"Build Decision Trees, SVMs, and Artificial Neural Networks", Deep Learning,4.9,Intermediate,Course
823,"Build Regression, Classification, and Clustering Models"," Machine Learning, Regression",4.2,Intermediate,Course
824,"Extract, Transform, and Load Data"," Extract, Transform, Load, Data Analysis, Exploratory Data Analysis, Data Mining",4.8,Intermediate,Course
825,Advanced R Programming," R Programming, Computer Programming",4.2,Intermediate,Course
826,Building R Packages," Software Engineering, R Programming, Computer Programming",4.1,Intermediate,Course
827,Exploratory Data Analysis in AWS," Data Management, Data Model, Machine Learning",Not Available,Beginner,Course
828,ML Algorithms," Data Model, Machine Learning",Not Available,Beginner,Course
829,Modeling in AWS," Data Model, Machine Learning",Not Available,Beginner,Course
830,Nearest Neighbor Collaborative Filtering," Data Analysis, Collaboration, Human Learning",4.3,Mixed,Course
831,Business Statistics and Analysis Capstone," Basic Descriptive Statistics, Business Analysis, Data Analysis, Data Analysis Software, Data Management, General Statistics, Microsoft Excel, Probability & Statistics, Spreadsheet Software, Statistical Analysis, Regression",4.7,Mixed,Course
832,Modeling Data in the Tidyverse," R Programming, Regression, Data Analysis, General Statistics, Statistical Analysis",4.6,Mixed,Course
833,Visualizing Data in the Tidyverse," Data Visualization, R Programming, Plot (Graphics)",4.7,Mixed,Course
834,Importing Data in the Tidyverse," R Programming, Data Management, Databases, Data Analysis, Extract, Transform, Load, Computer Programming",4.7,Beginner,Course
835,Wrangling Data in the Tidyverse," R Programming, Data Management, Extract, Transform, Load, Computer Programming, Data Analysis, Data Structures, Statistical Programming",4.5,Mixed,Course
836,Citation Analysis for Bibliometric Study, Network Analysis,4.3,Beginner,Guided
837,Clinical Decision Support Systems - CDSS 4,Not Available,Not Available,Intermediate,Course
838,Analyze Data in Azure ML Studio, Microsoft Azure,Not Available,Beginner,Guided
839,Introduction to D3.js," Data Visualization, Javascript",Not Available,Intermediate,Guided
840,Support Vector Machine Classification in Python," Machine Learning, Computer Programming, Python Programming",4.4,Intermediate,Guided
841,Scikit-Learn For Machine Learning Classification Problems," Data Analysis, Machine Learning",Not Available,Beginner,Guided
842,Deploy A Microsoft Azure Speech To Text Web App," Microsoft Azure, Python Programming",Not Available,Beginner,Guided
843,Facebook Network Analysis using Python and Networkx, Python Programming,4.2,Intermediate,Guided
844,Creating a Data Warehouse Through Joins and Unions," Database Administration, SQL",Not Available,Beginner,Project
845,Traffic Sign Classification Using Deep Learning in Python/Keras," Artificial Neural Networks, Deep Learning, Machine Learning, Computer Vision, Python Programming",4.6,Intermediate,Guided
846,Forecasting US Presidential Elections with Mixed Models, Forecasting,4.2,Intermediate,Guided
847,Visualizing static networks with R," Data Analysis, Network Analysis, R Programming",Not Available,Intermediate,Guided
848,Analyze Stock Data using R and Quantmod Package," R Programming, Computer Programming",4.3,Beginner,Guided
849,Introduction to Node-red, Javascript,4.8,Beginner,Guided
850,AWS: Data Analysis and Visualization," Cloud Computing, Data Analysis, Data Visualization",Not Available,Beginner,Course
851,Simple Recurrent Neural Network with Keras," Artificial Neural Networks, Machine Learning, Data Science, Tensorflow",4.4,Intermediate,Guided
852,Transfer Learning for Food Classification," Deep Learning, Machine Learning, Computer Vision, Python Programming",4.6,Beginner,Guided
853,Line Balancing With MILP Optimization In RStudio," Data Analysis, R Programming",Not Available,Beginner,Guided
854,Get Familiar with ML basics in a Kaggle Competition, Python Programming,4.3,Beginner,Guided
855,Logistic Regression with NumPy and Python," Machine Learning, Python Programming, Regression, Data Science",4.5,Beginner,Guided
856,Graduate Admission Prediction with Pyspark ML," Data Analysis, Machine Learning, Big Data",4.7,Intermediate,Guided
857,Performing Data Aggregation using SQL Aggregate Functions," Data Management, PostgreSQL, SQL",4.8,Intermediate,Guided
858,Exploratory Data Analysis with Seaborn," Data Analysis, Data Visualization, Exploratory Data Analysis, Machine Learning, Python Programming, Data Science",4.6,Intermediate,Guided
859,Quantitative Text Analysis and Textual Similarity in R, Data Visualization,Not Available,Beginner,Guided
860,Matrix Factorization and Advanced Techniques,Not Available,4.3,Mixed,Course
861,Data Storage in Microsoft Azure for Associate Developers," Cloud Computing, Cloud Management, Cloud Storage, Data Management, Microsoft Azure, Cloud Platforms, Databases, Cloud-Based Integration, Data Model, Data Structures, DevOps",4.5,Intermediate,Course
862,Covid-19 Death Medical Analysis & Visualization using Plotly, Data Visualization,4.9,Beginner,Guided
863,Geospatial Big Data Visualization with Kepler GL, Data Visualization,4.3,Beginner,Guided
864,Determine Shortest Paths Between Routers Using Python, Python Programming,4.6,Intermediate,Guided
865,Data Analysis with Python: Inform a Business Decision," Data Analysis, Exploratory Data Analysis, Python Programming",Not Available,Beginner,Guided
866,Data Visualization with Tableau," Data Analysis, Data Visualization, Exploratory Data Analysis, Tableau Software",Not Available,Beginner,Course
867,Turn Ethical Frameworks into Actionable Steps," Leadership and Management, Generally Accepted Accounting Principles (GAAP), Human Resources, Machine Learning, Product Development, Strategy, Big Data, Exploratory Data Analysis, Front-End Web Development, Statistical Machine Learning, Business Analysis",4.6,Beginner,Course
868,Detect and Mitigate Ethical Risks," Risk Management, Critical Thinking, Generally Accepted Accounting Principles (GAAP), Leadership and Management, Operating Systems, Probability & Statistics, Project Management, Security Engineering, Strategy and Operations, Data Analysis Software, General Statistics",4.5,Beginner,Course
869,Communicating Business Analytics Results," Business Analysis, Business Communication, Communication, Data Analysis, Data Visualization, Statistical Visualization, Data Management, Exploratory Data Analysis, Plot (Graphics), Statistical Analysis",4.5,Intermediate,Course
870,Advanced Business Analytics Capstone, Data Analysis,4.3,Intermediate,Course
871,Vital Skills for Data Science," Data Analysis, Security Strategy, Data Visualization, Algorithms, Communication, Applied Mathematics, Computer Science, Data Science, Exploratory Data Analysis, Problem Solving, Professional Development",4.3,Intermediate,Specialization
872,Ethical Issues in Data Science," Algorithms, Data Science",4.6,Beginner,Course
873,Data Wrangling with Python," Data Mining, Data Visualization, Data Warehousing, Python Programming",4.7,Beginner,Specialization
874,Optimization for Decision Making," Algebra, Business Analysis, Data Analysis, Decision Making, Linear Algebra, Mathematical Theory & Analysis, Mathematics, Leadership and Management, Plot (Graphics)",4.8,Beginner,Course
875,Data Mining Project, Data Mining,4.5,Mixed,Course
876,"Response Surfaces, Mixtures, and Model Building"," Experiment, Probability & Statistics, General Statistics, Regression, Statistical Analysis, Statistical Tests, Data Analysis",4.7,Intermediate,Course
877,Foundations of Machine Learning,Not Available,5,Beginner,Course
878,Human Decision Making and its Biases," Communication, Critical Thinking",5,Beginner,Course
879,Modern Big Data Analysis with SQL," Data Management, Databases, Big Data, SQL, Data Analysis, Data Structures, Cloud Storage, Database Theory, Apache, Database Administration, Data Analysis Software, Exploratory Data Analysis, Database Design, Database Application, Data Warehousing, Cloud Management",4.8,Beginner,Specialization
880,Data Understanding and Visualization," Data Visualization, Python Programming",Not Available,Intermediate,Course
881,Explainable deep learning models for healthcare - CDSS 3,Not Available,4.8,Intermediate,Course
882,Serverless Data Processing with Dataflow: Operations," DevOps, Google Cloud Platform",3.6,Advanced,Course
883,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1"," Data Analysis, Culture",4.6,Mixed,Course
884,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2", Leadership and Management,4.5,Mixed,Course
885,Quantifying Relationships with Regression Models," Data Analysis, General Statistics, Probability & Statistics, Regression, Statistical Analysis, Statistical Tests",4.6,Intermediate,Course
886,Measurement â Turning Concepts into Data," General Statistics, Research and Design, Data Analysis, Statistical Analysis, Basic Descriptive Statistics, Probability & Statistics",4.8,Beginner,Course
887,Introduction to Business Analysis Using Spreadsheets: Basics," Business Analysis, Data Analysis, Microsoft Excel",4.3,Beginner,Guided
888,Data Literacy in Practice,Not Available,Not Available,Beginner,Course
889,Data Analysis with Python," Bayesian Statistics, Data Mining, Dimensionality Reduction, Machine Learning, Regression",Not Available,Intermediate,Specialization
890,Data Analysis with Python Project," Data Mining, Machine Learning",Not Available,Intermediate,Course
891,Data Literacy Essentials,Not Available,Not Available,Beginner,Course
